A,B,Expected,Actual,PassFail,Coverage,DeltaCov,Time
11,14,29,29,PASS,84.28,0.00,2255000
7,2,5,5,PASS,84.38,0.10,2275000
10,3,7,7,PASS,84.47,0.10,2295000
13,4,9,9,PASS,84.57,0.10,2315000
4,6,30,30,PASS,84.67,0.10,2335000
11,11,0,0,PASS,84.67,0.00,2355000
2,11,23,23,PASS,84.77,0.10,2375000
15,12,3,3,PASS,84.86,0.10,2395000
1,13,20,20,PASS,84.96,0.10,2415000
2,0,2,2,PASS,84.96,0.00,2435000
1,13,20,20,PASS,84.96,0.00,2455000
5,7,30,30,PASS,85.06,0.10,2475000
5,3,2,2,PASS,85.06,0.00,2495000
10,10,0,0,PASS,85.16,0.10,2515000
14,15,31,31,PASS,85.25,0.10,2535000
12,8,4,4,PASS,85.35,0.10,2555000
1,14,19,19,PASS,85.35,0.00,2575000
15,7,8,8,PASS,85.35,0.00,2595000
10,12,30,30,PASS,85.45,0.10,2615000
12,14,30,30,PASS,85.55,0.10,2635000
6,11,27,27,PASS,85.55,0.00,2655000
2,15,19,19,PASS,85.55,0.00,2675000
4,15,21,21,PASS,85.64,0.10,2695000
12,0,12,12,PASS,85.74,0.10,2715000
3,13,22,22,PASS,85.84,0.10,2735000
1,10,23,23,PASS,85.94,0.10,2755000
15,8,7,7,PASS,85.94,0.00,2775000
5,7,30,30,PASS,85.94,0.00,2795000
12,12,0,0,PASS,86.04,0.10,2815000
0,8,24,24,PASS,86.04,0.00,2835000
8,3,5,5,PASS,86.13,0.10,2855000
4,2,2,2,PASS,86.13,0.00,2875000
3,5,30,30,PASS,86.23,0.10,2895000
3,8,27,27,PASS,86.33,0.10,2915000
0,6,26,26,PASS,86.33,0.00,2935000
12,9,3,3,PASS,86.43,0.10,2955000
14,9,5,5,PASS,86.52,0.10,2975000
15,0,15,15,PASS,86.62,0.10,2995000
6,3,3,3,PASS,86.72,0.10,3015000
14,5,9,9,PASS,86.82,0.10,3035000
12,13,31,31,PASS,86.91,0.10,3055000
1,3,30,30,PASS,87.01,0.10,3075000
4,15,21,21,PASS,87.01,0.00,3095000
11,1,10,10,PASS,87.01,0.00,3115000
0,2,30,30,PASS,87.01,0.00,3135000
4,11,25,25,PASS,87.01,0.00,3155000
7,3,4,4,PASS,87.11,0.10,3175000
5,3,2,2,PASS,87.11,0.00,3195000
9,11,30,30,PASS,87.11,0.00,3215000
15,15,0,0,PASS,87.21,0.10,3235000
10,5,5,5,PASS,87.30,0.10,3255000
12,13,31,31,PASS,87.30,0.00,3275000
2,15,19,19,PASS,87.30,0.00,3295000
10,7,3,3,PASS,87.40,0.10,3315000
8,14,26,26,PASS,87.50,0.10,3335000
15,2,13,13,PASS,87.50,0.00,3355000
5,10,27,27,PASS,87.60,0.10,3375000
8,0,8,8,PASS,87.70,0.10,3395000
2,2,0,0,PASS,87.70,0.00,3415000
15,2,13,13,PASS,87.70,0.00,3435000
2,3,31,31,PASS,87.70,0.00,3455000
1,12,21,21,PASS,87.79,0.10,3475000
5,10,27,27,PASS,87.79,0.00,3495000
10,10,0,0,PASS,87.79,0.00,3515000
5,12,25,25,PASS,87.89,0.10,3535000
12,11,1,1,PASS,87.99,0.10,3555000
15,7,8,8,PASS,87.99,0.00,3575000
4,9,27,27,PASS,88.09,0.10,3595000
2,8,26,26,PASS,88.18,0.10,3615000
14,11,3,3,PASS,88.18,0.00,3635000
10,1,9,9,PASS,88.18,0.00,3655000
11,3,8,8,PASS,88.28,0.10,3675000
13,6,7,7,PASS,88.28,0.00,3695000
4,8,28,28,PASS,88.38,0.10,3715000
6,6,0,0,PASS,88.38,0.00,3735000
5,8,29,29,PASS,88.48,0.10,3755000
3,6,29,29,PASS,88.48,0.00,3775000
4,11,25,25,PASS,88.48,0.00,3795000
7,5,2,2,PASS,88.57,0.10,3815000
0,9,23,23,PASS,88.57,0.00,3835000
7,4,3,3,PASS,88.57,0.00,3855000
12,5,7,7,PASS,88.67,0.10,3875000
15,12,3,3,PASS,88.67,0.00,3895000
7,14,25,25,PASS,88.77,0.10,3915000
1,8,25,25,PASS,88.77,0.00,3935000
13,7,6,6,PASS,88.87,0.10,3955000
2,3,31,31,PASS,88.87,0.00,3975000
0,12,20,20,PASS,88.96,0.10,3995000
4,15,21,21,PASS,88.96,0.00,4015000
3,0,3,3,PASS,89.06,0.10,4035000
14,10,4,4,PASS,89.16,0.10,4055000
12,12,0,0,PASS,89.16,0.00,4075000
12,15,29,29,PASS,89.26,0.10,4095000
4,10,26,26,PASS,89.36,0.10,4115000
4,5,31,31,PASS,89.36,0.00,4135000
15,9,6,6,PASS,89.36,0.00,4155000
4,10,26,26,PASS,89.36,0.00,4175000
0,0,0,0,PASS,89.36,0.00,4195000
0,5,27,27,PASS,89.36,0.00,4215000
3,8,27,27,PASS,89.36,0.00,4235000
10,5,5,5,PASS,89.36,0.00,4255000
15,10,5,5,PASS,89.45,0.10,4275000
12,14,30,30,PASS,89.45,0.00,4295000
9,14,27,27,PASS,89.55,0.10,4315000
11,6,5,5,PASS,89.55,0.00,4335000
10,3,7,7,PASS,89.55,0.00,4355000
11,12,31,31,PASS,89.55,0.00,4375000
14,10,4,4,PASS,89.55,0.00,4395000
5,9,28,28,PASS,89.65,0.10,4415000
12,15,29,29,PASS,89.65,0.00,4435000
7,7,0,0,PASS,89.65,0.00,4455000
8,10,30,30,PASS,89.75,0.10,4475000
11,3,8,8,PASS,89.75,0.00,4495000
15,6,9,9,PASS,89.75,0.00,4515000
6,8,30,30,PASS,89.75,0.00,4535000
6,3,3,3,PASS,89.75,0.00,4555000
7,15,24,24,PASS,89.75,0.00,4575000
7,9,30,30,PASS,89.75,0.00,4595000
10,14,28,28,PASS,89.75,0.00,4615000
1,5,28,28,PASS,89.84,0.10,4635000
9,11,30,30,PASS,89.84,0.00,4655000
9,2,7,7,PASS,89.84,0.00,4675000
4,14,22,22,PASS,89.84,0.00,4695000
12,14,30,30,PASS,89.84,0.00,4715000
2,15,19,19,PASS,89.84,0.00,4735000
12,5,7,7,PASS,89.84,0.00,4755000
8,0,8,8,PASS,89.84,0.00,4775000
11,8,3,3,PASS,89.94,0.10,4795000
15,1,14,14,PASS,90.04,0.10,4815000
9,13,28,28,PASS,90.14,0.10,4835000
11,14,29,29,PASS,90.14,0.00,4855000
0,1,31,31,PASS,90.23,0.10,4875000
10,14,28,28,PASS,90.23,0.00,4895000
5,4,1,1,PASS,90.33,0.10,4915000
3,13,22,22,PASS,90.33,0.00,4935000
0,11,21,21,PASS,90.43,0.10,4955000
13,8,5,5,PASS,90.43,0.00,4975000
5,4,1,1,PASS,90.43,0.00,4995000
5,7,30,30,PASS,90.43,0.00,5015000
14,6,8,8,PASS,90.43,0.00,5035000
10,8,2,2,PASS,90.43,0.00,5055000
11,5,6,6,PASS,90.53,0.10,5075000
4,13,23,23,PASS,90.62,0.10,5095000
4,8,28,28,PASS,90.62,0.00,5115000
15,3,12,12,PASS,90.72,0.10,5135000
1,14,19,19,PASS,90.72,0.00,5155000
15,9,6,6,PASS,90.72,0.00,5175000
7,11,28,28,PASS,90.72,0.00,5195000
6,12,26,26,PASS,90.82,0.10,5215000
1,12,21,21,PASS,90.82,0.00,5235000
13,12,1,1,PASS,90.92,0.10,5255000
8,0,8,8,PASS,90.92,0.00,5275000
15,0,15,15,PASS,90.92,0.00,5295000
8,12,28,28,PASS,91.02,0.10,5315000
10,3,7,7,PASS,91.02,0.00,5335000
1,10,23,23,PASS,91.02,0.00,5355000
4,14,22,22,PASS,91.02,0.00,5375000
7,7,0,0,PASS,91.02,0.00,5395000
12,11,1,1,PASS,91.02,0.00,5415000
14,11,3,3,PASS,91.02,0.00,5435000
10,7,3,3,PASS,91.02,0.00,5455000
9,10,31,31,PASS,91.11,0.10,5475000
5,3,2,2,PASS,91.11,0.00,5495000
9,13,28,28,PASS,91.11,0.00,5515000
15,1,14,14,PASS,91.11,0.00,5535000
11,13,30,30,PASS,91.21,0.10,5555000
12,6,6,6,PASS,91.21,0.00,5575000
6,7,31,31,PASS,91.21,0.00,5595000
6,11,27,27,PASS,91.21,0.00,5615000
3,12,23,23,PASS,91.31,0.10,5635000
0,0,0,0,PASS,91.31,0.00,5655000
0,3,29,29,PASS,91.41,0.10,5675000
8,15,25,25,PASS,91.41,0.00,5695000
10,0,10,10,PASS,91.50,0.10,5715000
10,12,30,30,PASS,91.50,0.00,5735000
11,1,10,10,PASS,91.50,0.00,5755000
3,6,29,29,PASS,91.50,0.00,5775000
14,8,6,6,PASS,91.50,0.00,5795000
1,2,31,31,PASS,91.60,0.10,5815000
11,1,10,10,PASS,91.60,0.00,5835000
2,1,1,1,PASS,91.70,0.10,5855000
2,11,23,23,PASS,91.70,0.00,5875000
1,14,19,19,PASS,91.70,0.00,5895000
0,6,26,26,PASS,91.70,0.00,5915000
13,0,13,13,PASS,91.80,0.10,5935000
14,14,0,0,PASS,91.80,0.00,5955000
13,9,4,4,PASS,91.89,0.10,5975000
9,0,9,9,PASS,91.99,0.10,5995000
4,13,23,23,PASS,91.99,0.00,6015000
9,9,0,0,PASS,92.09,0.10,6035000
11,11,0,0,PASS,92.09,0.00,6055000
8,2,6,6,PASS,92.09,0.00,6075000
12,1,11,11,PASS,92.19,0.10,6095000
5,12,25,25,PASS,92.19,0.00,6115000
10,3,7,7,PASS,92.19,0.00,6135000
13,7,6,6,PASS,92.19,0.00,6155000
8,11,29,29,PASS,92.29,0.10,6175000
4,12,24,24,PASS,92.38,0.10,6195000
1,10,23,23,PASS,92.38,0.00,6215000
15,2,13,13,PASS,92.38,0.00,6235000
2,8,26,26,PASS,92.38,0.00,6255000
3,12,23,23,PASS,92.38,0.00,6275000
0,3,29,29,PASS,92.38,0.00,6295000
11,15,28,28,PASS,92.38,0.00,6315000
9,3,6,6,PASS,92.48,0.10,6335000
15,1,14,14,PASS,92.48,0.00,6355000
15,14,1,1,PASS,92.58,0.10,6375000
8,9,31,31,PASS,92.58,0.00,6395000
2,15,19,19,PASS,92.58,0.00,6415000
7,1,6,6,PASS,92.68,0.10,6435000
13,6,7,7,PASS,92.68,0.00,6455000
1,1,0,0,PASS,92.77,0.10,6475000
13,13,0,0,PASS,92.87,0.10,6495000
6,0,6,6,PASS,92.97,0.10,6515000
5,12,25,25,PASS,92.97,0.00,6535000
8,5,3,3,PASS,92.97,0.00,6555000
12,3,9,9,PASS,93.07,0.10,6575000
15,3,12,12,PASS,93.07,0.00,6595000
13,10,3,3,PASS,93.16,0.10,6615000
7,6,1,1,PASS,93.26,0.10,6635000
8,7,1,1,PASS,93.26,0.00,6655000
0,2,30,30,PASS,93.26,0.00,6675000
8,6,2,2,PASS,93.36,0.10,6695000
8,15,25,25,PASS,93.36,0.00,6715000
15,5,10,10,PASS,93.46,0.10,6735000
5,13,24,24,PASS,93.55,0.10,6755000
11,9,2,2,PASS,93.65,0.10,6775000
4,4,0,0,PASS,93.75,0.10,6795000
4,10,26,26,PASS,93.75,0.00,6815000
0,12,20,20,PASS,93.75,0.00,6835000
5,6,31,31,PASS,93.85,0.10,6855000
12,6,6,6,PASS,93.85,0.00,6875000
15,12,3,3,PASS,93.85,0.00,6895000
10,8,2,2,PASS,93.85,0.00,6915000
3,2,1,1,PASS,93.85,0.00,6935000
4,12,24,24,PASS,93.85,0.00,6955000
4,9,27,27,PASS,93.85,0.00,6975000
12,11,1,1,PASS,93.85,0.00,6995000
8,9,31,31,PASS,93.85,0.00,7015000
6,13,25,25,PASS,93.95,0.10,7035000
11,2,9,9,PASS,94.04,0.10,7055000
4,6,30,30,PASS,94.04,0.00,7075000
2,1,1,1,PASS,94.04,0.00,7095000
15,10,5,5,PASS,94.04,0.00,7115000
6,7,31,31,PASS,94.04,0.00,7135000
15,10,5,5,PASS,94.04,0.00,7155000
11,5,6,6,PASS,94.04,0.00,7175000
13,13,0,0,PASS,94.04,0.00,7195000
8,13,27,27,PASS,94.04,0.00,7215000
11,7,4,4,PASS,94.14,0.10,7235000
13,13,0,0,PASS,94.14,0.00,7255000
6,6,0,0,PASS,94.14,0.00,7275000
7,6,1,1,PASS,94.14,0.00,7295000
1,6,27,27,PASS,94.14,0.00,7315000
14,3,11,11,PASS,94.24,0.10,7335000
10,1,9,9,PASS,94.24,0.00,7355000
7,15,24,24,PASS,94.24,0.00,7375000
10,0,10,10,PASS,94.24,0.00,7395000
7,2,5,5,PASS,94.24,0.00,7415000
4,8,28,28,PASS,94.24,0.00,7435000
13,0,13,13,PASS,94.24,0.00,7455000
8,3,5,5,PASS,94.24,0.00,7475000
7,11,28,28,PASS,94.24,0.00,7495000
10,5,5,5,PASS,94.24,0.00,7515000
7,14,25,25,PASS,94.24,0.00,7535000
11,8,3,3,PASS,94.24,0.00,7555000
11,13,30,30,PASS,94.24,0.00,7575000
5,0,5,5,PASS,94.34,0.10,7595000
10,14,28,28,PASS,94.34,0.00,7615000
4,14,22,22,PASS,94.34,0.00,7635000
0,8,24,24,PASS,94.34,0.00,7655000
1,2,31,31,PASS,94.34,0.00,7675000
7,3,4,4,PASS,94.34,0.00,7695000
3,14,21,21,PASS,94.43,0.10,7715000
14,5,9,9,PASS,94.43,0.00,7735000
3,0,3,3,PASS,94.43,0.00,7755000
11,1,10,10,PASS,94.43,0.00,7775000
12,5,7,7,PASS,94.43,0.00,7795000
0,6,26,26,PASS,94.43,0.00,7815000
0,8,24,24,PASS,94.43,0.00,7835000
1,4,29,29,PASS,94.43,0.00,7855000
5,5,0,0,PASS,94.53,0.10,7875000
14,14,0,0,PASS,94.53,0.00,7895000
9,14,27,27,PASS,94.53,0.00,7915000
12,7,5,5,PASS,94.53,0.00,7935000
1,11,22,22,PASS,94.53,0.00,7955000
5,15,22,22,PASS,94.63,0.10,7975000
0,1,31,31,PASS,94.63,0.00,7995000
6,10,28,28,PASS,94.63,0.00,8015000
10,1,9,9,PASS,94.63,0.00,8035000
6,14,24,24,PASS,94.63,0.00,8055000
0,2,30,30,PASS,94.63,0.00,8075000
3,8,27,27,PASS,94.63,0.00,8095000
1,15,18,18,PASS,94.73,0.10,8115000
13,14,31,31,PASS,94.73,0.00,8135000
5,4,1,1,PASS,94.73,0.00,8155000
11,2,9,9,PASS,94.73,0.00,8175000
11,6,5,5,PASS,94.73,0.00,8195000
5,10,27,27,PASS,94.73,0.00,8215000
3,7,28,28,PASS,94.82,0.10,8235000
11,13,30,30,PASS,94.82,0.00,8255000
12,14,30,30,PASS,94.82,0.00,8275000
8,6,2,2,PASS,94.82,0.00,8295000
15,9,6,6,PASS,94.82,0.00,8315000
2,12,22,22,PASS,94.92,0.10,8335000
14,3,11,11,PASS,94.92,0.00,8355000
3,9,26,26,PASS,95.02,0.10,8375000
10,3,7,7,PASS,95.02,0.00,8395000
0,8,24,24,PASS,95.02,0.00,8415000
12,15,29,29,PASS,95.02,0.00,8435000
12,9,3,3,PASS,95.02,0.00,8455000
8,6,2,2,PASS,95.02,0.00,8475000
6,5,1,1,PASS,95.12,0.10,8495000
13,8,5,5,PASS,95.12,0.00,8515000
10,4,6,6,PASS,95.12,0.00,8535000
2,12,22,22,PASS,95.12,0.00,8555000
7,12,27,27,PASS,95.12,0.00,8575000
13,13,0,0,PASS,95.12,0.00,8595000
8,10,30,30,PASS,95.12,0.00,8615000
2,1,1,1,PASS,95.12,0.00,8635000
1,9,24,24,PASS,95.12,0.00,8655000
8,9,31,31,PASS,95.12,0.00,8675000
0,15,17,17,PASS,95.21,0.10,8695000
10,1,9,9,PASS,95.21,0.00,8715000
11,2,9,9,PASS,95.21,0.00,8735000
4,5,31,31,PASS,95.21,0.00,8755000
15,15,0,0,PASS,95.21,0.00,8775000
10,12,30,30,PASS,95.21,0.00,8795000
7,15,24,24,PASS,95.21,0.00,8815000
3,9,26,26,PASS,95.21,0.00,8835000
10,5,5,5,PASS,95.21,0.00,8855000
3,15,20,20,PASS,95.31,0.10,8875000
0,5,27,27,PASS,95.31,0.00,8895000
14,2,12,12,PASS,95.31,0.00,8915000
3,8,27,27,PASS,95.31,0.00,8935000
0,10,22,22,PASS,95.41,0.10,8955000
1,6,27,27,PASS,95.41,0.00,8975000
9,11,30,30,PASS,95.41,0.00,8995000
2,10,24,24,PASS,95.41,0.00,9015000
12,9,3,3,PASS,95.41,0.00,9035000
6,15,23,23,PASS,95.51,0.10,9055000
7,12,27,27,PASS,95.51,0.00,9075000
10,5,5,5,PASS,95.51,0.00,9095000
2,7,27,27,PASS,95.61,0.10,9115000
7,11,28,28,PASS,95.61,0.00,9135000
14,0,14,14,PASS,95.70,0.10,9155000
3,0,3,3,PASS,95.70,0.00,9175000
7,4,3,3,PASS,95.70,0.00,9195000
3,1,2,2,PASS,95.80,0.10,9215000
14,3,11,11,PASS,95.80,0.00,9235000
4,3,1,1,PASS,95.90,0.10,9255000
9,11,30,30,PASS,95.90,0.00,9275000
12,2,10,10,PASS,95.90,0.00,9295000
3,12,23,23,PASS,95.90,0.00,9315000
0,8,24,24,PASS,95.90,0.00,9335000
12,13,31,31,PASS,95.90,0.00,9355000
8,12,28,28,PASS,95.90,0.00,9375000
1,9,24,24,PASS,95.90,0.00,9395000
1,3,30,30,PASS,95.90,0.00,9415000
7,6,1,1,PASS,95.90,0.00,9435000
14,1,13,13,PASS,96.00,0.10,9455000
0,14,18,18,PASS,96.00,0.00,9475000
1,3,30,30,PASS,96.00,0.00,9495000
11,5,6,6,PASS,96.00,0.00,9515000
12,3,9,9,PASS,96.00,0.00,9535000
5,13,24,24,PASS,96.00,0.00,9555000
6,14,24,24,PASS,96.00,0.00,9575000
15,8,7,7,PASS,96.00,0.00,9595000
10,3,7,7,PASS,96.00,0.00,9615000
6,9,29,29,PASS,96.00,0.00,9635000
2,14,20,20,PASS,96.00,0.00,9655000
13,4,9,9,PASS,96.00,0.00,9675000
3,6,29,29,PASS,96.00,0.00,9695000
1,13,20,20,PASS,96.00,0.00,9715000
15,9,6,6,PASS,96.00,0.00,9735000
11,14,29,29,PASS,96.00,0.00,9755000
0,3,29,29,PASS,96.00,0.00,9775000
14,3,11,11,PASS,96.00,0.00,9795000
13,4,9,9,PASS,96.00,0.00,9815000
2,4,30,30,PASS,96.00,0.00,9835000
8,7,1,1,PASS,96.00,0.00,9855000
13,0,13,13,PASS,96.00,0.00,9875000
6,14,24,24,PASS,96.00,0.00,9895000
7,15,24,24,PASS,96.00,0.00,9915000
2,3,31,31,PASS,96.00,0.00,9935000
9,8,1,1,PASS,96.09,0.10,9955000
13,10,3,3,PASS,96.09,0.00,9975000
11,2,9,9,PASS,96.09,0.00,9995000
