A,B,Expected,Actual,PassFail,Coverage,DeltaCov,Time
15,12,3,3,PASS,79.98,0.10,1095000
0,14,18,18,PASS,80.08,0.10,1115000
7,2,5,5,PASS,80.08,0.00,1135000
10,10,0,0,PASS,80.18,0.10,1155000
9,8,1,1,PASS,80.27,0.10,1175000
6,10,28,28,PASS,80.37,0.10,1195000
5,4,1,1,PASS,80.37,0.00,1215000
7,10,29,29,PASS,80.47,0.10,1235000
7,10,29,29,PASS,80.47,0.00,1255000
8,4,4,4,PASS,80.57,0.10,1275000
15,0,15,15,PASS,80.66,0.10,1295000
14,3,11,11,PASS,80.76,0.10,1315000
3,11,24,24,PASS,80.86,0.10,1335000
3,6,29,29,PASS,80.96,0.10,1355000
3,9,26,26,PASS,81.05,0.10,1375000
9,10,31,31,PASS,81.15,0.10,1395000
5,6,31,31,PASS,81.25,0.10,1415000
15,4,11,11,PASS,81.35,0.10,1435000
5,10,27,27,PASS,81.45,0.10,1455000
9,5,4,4,PASS,81.54,0.10,1475000
11,4,7,7,PASS,81.64,0.10,1495000
8,9,31,31,PASS,81.74,0.10,1515000
0,15,17,17,PASS,81.84,0.10,1535000
9,15,26,26,PASS,81.93,0.10,1555000
13,6,7,7,PASS,82.03,0.10,1575000
10,13,29,29,PASS,82.13,0.10,1595000
2,4,30,30,PASS,82.23,0.10,1615000
11,1,10,10,PASS,82.32,0.10,1635000
12,15,29,29,PASS,82.42,0.10,1655000
15,14,1,1,PASS,82.52,0.10,1675000
5,10,27,27,PASS,82.52,0.00,1695000
5,3,2,2,PASS,82.62,0.10,1715000
5,0,5,5,PASS,82.71,0.10,1735000
8,1,7,7,PASS,82.81,0.10,1755000
1,1,0,0,PASS,82.81,0.00,1775000
15,13,2,2,PASS,82.91,0.10,1795000
14,11,3,3,PASS,83.01,0.10,1815000
15,11,4,4,PASS,83.11,0.10,1835000
8,15,25,25,PASS,83.11,0.00,1855000
7,8,31,31,PASS,83.20,0.10,1875000
14,4,10,10,PASS,83.30,0.10,1895000
6,1,5,5,PASS,83.40,0.10,1915000
13,12,1,1,PASS,83.40,0.00,1935000
5,1,4,4,PASS,83.50,0.10,1955000
14,5,9,9,PASS,83.59,0.10,1975000
5,3,2,2,PASS,83.59,0.00,1995000
11,13,30,30,PASS,83.59,0.00,2015000
6,8,30,30,PASS,83.69,0.10,2035000
2,13,21,21,PASS,83.79,0.10,2055000
9,1,8,8,PASS,83.79,0.00,2075000
11,7,4,4,PASS,83.89,0.10,2095000
15,12,3,3,PASS,83.89,0.00,2115000
14,12,2,2,PASS,83.89,0.00,2135000
4,15,21,21,PASS,83.89,0.00,2155000
6,5,1,1,PASS,83.98,0.10,2175000
5,0,5,5,PASS,83.98,0.00,2195000
3,0,3,3,PASS,84.08,0.10,2215000
0,3,29,29,PASS,84.18,0.10,2235000
5,5,0,0,PASS,84.28,0.10,2255000
9,0,9,9,PASS,84.38,0.10,2275000
13,4,9,9,PASS,84.38,0.00,2295000
5,9,28,28,PASS,84.47,0.10,2315000
5,10,27,27,PASS,84.47,0.00,2335000
11,13,30,30,PASS,84.47,0.00,2355000
8,1,7,7,PASS,84.47,0.00,2375000
14,15,31,31,PASS,84.57,0.10,2395000
15,6,9,9,PASS,84.67,0.10,2415000
7,15,24,24,PASS,84.77,0.10,2435000
4,1,3,3,PASS,84.77,0.00,2455000
14,11,3,3,PASS,84.77,0.00,2475000
4,3,1,1,PASS,84.86,0.10,2495000
7,3,4,4,PASS,84.96,0.10,2515000
8,9,31,31,PASS,84.96,0.00,2535000
13,5,8,8,PASS,85.06,0.10,2555000
11,2,9,9,PASS,85.16,0.10,2575000
9,3,6,6,PASS,85.25,0.10,2595000
6,14,24,24,PASS,85.35,0.10,2615000
2,4,30,30,PASS,85.35,0.00,2635000
9,5,4,4,PASS,85.35,0.00,2655000
1,14,19,19,PASS,85.45,0.10,2675000
8,10,30,30,PASS,85.45,0.00,2695000
1,13,20,20,PASS,85.55,0.10,2715000
1,7,26,26,PASS,85.64,0.10,2735000
13,12,1,1,PASS,85.64,0.00,2755000
9,11,30,30,PASS,85.74,0.10,2775000
11,9,2,2,PASS,85.74,0.00,2795000
12,7,5,5,PASS,85.84,0.10,2815000
11,3,8,8,PASS,85.84,0.00,2835000
4,14,22,22,PASS,85.94,0.10,2855000
14,12,2,2,PASS,85.94,0.00,2875000
13,9,4,4,PASS,85.94,0.00,2895000
10,1,9,9,PASS,86.04,0.10,2915000
14,4,10,10,PASS,86.04,0.00,2935000
8,8,0,0,PASS,86.13,0.10,2955000
11,0,11,11,PASS,86.23,0.10,2975000
9,10,31,31,PASS,86.23,0.00,2995000
13,14,31,31,PASS,86.33,0.10,3015000
9,5,4,4,PASS,86.33,0.00,3035000
13,6,7,7,PASS,86.33,0.00,3055000
9,8,1,1,PASS,86.33,0.00,3075000
5,4,1,1,PASS,86.33,0.00,3095000
3,9,26,26,PASS,86.33,0.00,3115000
2,3,31,31,PASS,86.33,0.00,3135000
0,4,28,28,PASS,86.43,0.10,3155000
10,12,30,30,PASS,86.43,0.00,3175000
13,13,0,0,PASS,86.52,0.10,3195000
12,14,30,30,PASS,86.62,0.10,3215000
11,6,5,5,PASS,86.72,0.10,3235000
11,6,5,5,PASS,86.72,0.00,3255000
10,11,31,31,PASS,86.82,0.10,3275000
15,9,6,6,PASS,86.91,0.10,3295000
12,14,30,30,PASS,86.91,0.00,3315000
8,15,25,25,PASS,86.91,0.00,3335000
7,2,5,5,PASS,86.91,0.00,3355000
10,1,9,9,PASS,86.91,0.00,3375000
2,14,20,20,PASS,87.01,0.10,3395000
11,5,6,6,PASS,87.11,0.10,3415000
4,10,26,26,PASS,87.21,0.10,3435000
13,11,2,2,PASS,87.30,0.10,3455000
10,14,28,28,PASS,87.30,0.00,3475000
7,0,7,7,PASS,87.30,0.00,3495000
9,0,9,9,PASS,87.30,0.00,3515000
2,4,30,30,PASS,87.30,0.00,3535000
9,7,2,2,PASS,87.40,0.10,3555000
14,10,4,4,PASS,87.50,0.10,3575000
12,4,8,8,PASS,87.60,0.10,3595000
13,5,8,8,PASS,87.60,0.00,3615000
1,3,30,30,PASS,87.70,0.10,3635000
3,12,23,23,PASS,87.79,0.10,3655000
1,8,25,25,PASS,87.89,0.10,3675000
8,3,5,5,PASS,87.89,0.00,3695000
0,7,25,25,PASS,87.99,0.10,3715000
11,1,10,10,PASS,87.99,0.00,3735000
11,3,8,8,PASS,87.99,0.00,3755000
14,4,10,10,PASS,87.99,0.00,3775000
4,5,31,31,PASS,88.09,0.10,3795000
14,11,3,3,PASS,88.09,0.00,3815000
15,14,1,1,PASS,88.09,0.00,3835000
0,5,27,27,PASS,88.18,0.10,3855000
14,0,14,14,PASS,88.28,0.10,3875000
10,2,8,8,PASS,88.38,0.10,3895000
9,8,1,1,PASS,88.38,0.00,3915000
5,5,0,0,PASS,88.38,0.00,3935000
11,3,8,8,PASS,88.38,0.00,3955000
10,13,29,29,PASS,88.38,0.00,3975000
3,13,22,22,PASS,88.48,0.10,3995000
10,14,28,28,PASS,88.48,0.00,4015000
1,0,1,1,PASS,88.48,0.00,4035000
0,7,25,25,PASS,88.48,0.00,4055000
5,5,0,0,PASS,88.48,0.00,4075000
7,8,31,31,PASS,88.48,0.00,4095000
4,12,24,24,PASS,88.57,0.10,4115000
14,12,2,2,PASS,88.57,0.00,4135000
0,1,31,31,PASS,88.67,0.10,4155000
4,9,27,27,PASS,88.67,0.00,4175000
4,4,0,0,PASS,88.77,0.10,4195000
11,12,31,31,PASS,88.87,0.10,4215000
8,12,28,28,PASS,88.96,0.10,4235000
4,3,1,1,PASS,88.96,0.00,4255000
2,5,29,29,PASS,89.06,0.10,4275000
6,2,4,4,PASS,89.16,0.10,4295000
1,11,22,22,PASS,89.26,0.10,4315000
3,5,30,30,PASS,89.36,0.10,4335000
9,1,8,8,PASS,89.36,0.00,4355000
10,6,4,4,PASS,89.45,0.10,4375000
14,1,13,13,PASS,89.55,0.10,4395000
11,6,5,5,PASS,89.55,0.00,4415000
13,8,5,5,PASS,89.55,0.00,4435000
13,8,5,5,PASS,89.55,0.00,4455000
1,10,23,23,PASS,89.65,0.10,4475000
0,13,19,19,PASS,89.75,0.10,4495000
7,15,24,24,PASS,89.75,0.00,4515000
7,1,6,6,PASS,89.84,0.10,4535000
15,7,8,8,PASS,89.94,0.10,4555000
13,0,13,13,PASS,90.04,0.10,4575000
11,0,11,11,PASS,90.04,0.00,4595000
8,7,1,1,PASS,90.14,0.10,4615000
9,5,4,4,PASS,90.14,0.00,4635000
3,0,3,3,PASS,90.14,0.00,4655000
1,7,26,26,PASS,90.14,0.00,4675000
7,0,7,7,PASS,90.14,0.00,4695000
3,3,0,0,PASS,90.23,0.10,4715000
6,5,1,1,PASS,90.23,0.00,4735000
6,5,1,1,PASS,90.23,0.00,4755000
0,2,30,30,PASS,90.33,0.10,4775000
1,6,27,27,PASS,90.43,0.10,4795000
14,13,1,1,PASS,90.43,0.00,4815000
8,12,28,28,PASS,90.43,0.00,4835000
8,13,27,27,PASS,90.53,0.10,4855000
10,11,31,31,PASS,90.53,0.00,4875000
12,4,8,8,PASS,90.53,0.00,4895000
6,3,3,3,PASS,90.62,0.10,4915000
3,4,31,31,PASS,90.62,0.00,4935000
12,7,5,5,PASS,90.62,0.00,4955000
1,15,18,18,PASS,90.72,0.10,4975000
5,4,1,1,PASS,90.72,0.00,4995000
1,3,30,30,PASS,90.72,0.00,5015000
2,3,31,31,PASS,90.72,0.00,5035000
15,5,10,10,PASS,90.82,0.10,5055000
9,1,8,8,PASS,90.82,0.00,5075000
5,2,3,3,PASS,90.92,0.10,5095000
3,5,30,30,PASS,90.92,0.00,5115000
1,8,25,25,PASS,90.92,0.00,5135000
3,2,1,1,PASS,91.02,0.10,5155000
6,10,28,28,PASS,91.02,0.00,5175000
15,6,9,9,PASS,91.02,0.00,5195000
9,7,2,2,PASS,91.02,0.00,5215000
1,8,25,25,PASS,91.02,0.00,5235000
10,11,31,31,PASS,91.02,0.00,5255000
4,12,24,24,PASS,91.02,0.00,5275000
8,12,28,28,PASS,91.02,0.00,5295000
5,2,3,3,PASS,91.02,0.00,5315000
15,5,10,10,PASS,91.02,0.00,5335000
6,6,0,0,PASS,91.11,0.10,5355000
15,11,4,4,PASS,91.11,0.00,5375000
4,10,26,26,PASS,91.11,0.00,5395000
4,4,0,0,PASS,91.11,0.00,5415000
11,8,3,3,PASS,91.11,0.00,5435000
15,9,6,6,PASS,91.11,0.00,5455000
6,10,28,28,PASS,91.11,0.00,5475000
1,14,19,19,PASS,91.11,0.00,5495000
0,15,17,17,PASS,91.11,0.00,5515000
2,2,0,0,PASS,91.21,0.10,5535000
11,8,3,3,PASS,91.21,0.00,5555000
13,1,12,12,PASS,91.31,0.10,5575000
9,8,1,1,PASS,91.31,0.00,5595000
2,15,19,19,PASS,91.41,0.10,5615000
12,1,11,11,PASS,91.50,0.10,5635000
1,7,26,26,PASS,91.50,0.00,5655000
6,9,29,29,PASS,91.50,0.00,5675000
10,6,4,4,PASS,91.50,0.00,5695000
13,0,13,13,PASS,91.50,0.00,5715000
1,4,29,29,PASS,91.60,0.10,5735000
5,0,5,5,PASS,91.60,0.00,5755000
6,10,28,28,PASS,91.60,0.00,5775000
13,9,4,4,PASS,91.60,0.00,5795000
4,8,28,28,PASS,91.70,0.10,5815000
4,9,27,27,PASS,91.70,0.00,5835000
1,3,30,30,PASS,91.70,0.00,5855000
6,5,1,1,PASS,91.70,0.00,5875000
9,11,30,30,PASS,91.70,0.00,5895000
8,9,31,31,PASS,91.70,0.00,5915000
9,9,0,0,PASS,91.80,0.10,5935000
2,9,25,25,PASS,91.89,0.10,5955000
13,13,0,0,PASS,91.89,0.00,5975000
6,6,0,0,PASS,91.89,0.00,5995000
0,7,25,25,PASS,91.89,0.00,6015000
8,9,31,31,PASS,91.89,0.00,6035000
6,8,30,30,PASS,91.89,0.00,6055000
5,14,23,23,PASS,91.99,0.10,6075000
6,4,2,2,PASS,92.09,0.10,6095000
6,11,27,27,PASS,92.09,0.00,6115000
6,13,25,25,PASS,92.09,0.00,6135000
4,11,25,25,PASS,92.19,0.10,6155000
13,4,9,9,PASS,92.19,0.00,6175000
12,5,7,7,PASS,92.19,0.00,6195000
9,12,29,29,PASS,92.29,0.10,6215000
2,10,24,24,PASS,92.38,0.10,6235000
2,4,30,30,PASS,92.38,0.00,6255000
14,11,3,3,PASS,92.38,0.00,6275000
14,4,10,10,PASS,92.38,0.00,6295000
1,3,30,30,PASS,92.38,0.00,6315000
8,5,3,3,PASS,92.48,0.10,6335000
12,4,8,8,PASS,92.48,0.00,6355000
11,1,10,10,PASS,92.48,0.00,6375000
7,6,1,1,PASS,92.48,0.00,6395000
8,9,31,31,PASS,92.48,0.00,6415000
5,7,30,30,PASS,92.58,0.10,6435000
11,2,9,9,PASS,92.58,0.00,6455000
0,2,30,30,PASS,92.58,0.00,6475000
0,12,20,20,PASS,92.68,0.10,6495000
0,9,23,23,PASS,92.77,0.10,6515000
15,10,5,5,PASS,92.87,0.10,6535000
3,5,30,30,PASS,92.87,0.00,6555000
5,2,3,3,PASS,92.87,0.00,6575000
6,8,30,30,PASS,92.87,0.00,6595000
7,13,26,26,PASS,92.97,0.10,6615000
3,2,1,1,PASS,92.97,0.00,6635000
1,10,23,23,PASS,92.97,0.00,6655000
15,4,11,11,PASS,92.97,0.00,6675000
15,7,8,8,PASS,92.97,0.00,6695000
7,12,27,27,PASS,93.07,0.10,6715000
14,5,9,9,PASS,93.07,0.00,6735000
10,7,3,3,PASS,93.16,0.10,6755000
11,5,6,6,PASS,93.16,0.00,6775000
2,5,29,29,PASS,93.16,0.00,6795000
8,0,8,8,PASS,93.26,0.10,6815000
13,4,9,9,PASS,93.26,0.00,6835000
0,2,30,30,PASS,93.26,0.00,6855000
13,7,6,6,PASS,93.36,0.10,6875000
5,0,5,5,PASS,93.36,0.00,6895000
2,14,20,20,PASS,93.36,0.00,6915000
3,15,20,20,PASS,93.46,0.10,6935000
4,1,3,3,PASS,93.46,0.00,6955000
2,1,1,1,PASS,93.55,0.10,6975000
1,3,30,30,PASS,93.55,0.00,6995000
4,12,24,24,PASS,93.55,0.00,7015000
2,2,0,0,PASS,93.55,0.00,7035000
15,14,1,1,PASS,93.55,0.00,7055000
13,6,7,7,PASS,93.55,0.00,7075000
5,15,22,22,PASS,93.65,0.10,7095000
0,4,28,28,PASS,93.65,0.00,7115000
13,12,1,1,PASS,93.65,0.00,7135000
3,11,24,24,PASS,93.65,0.00,7155000
10,5,5,5,PASS,93.75,0.10,7175000
9,3,6,6,PASS,93.75,0.00,7195000
13,8,5,5,PASS,93.75,0.00,7215000
1,3,30,30,PASS,93.75,0.00,7235000
15,0,15,15,PASS,93.75,0.00,7255000
7,13,26,26,PASS,93.75,0.00,7275000
8,9,31,31,PASS,93.75,0.00,7295000
5,11,26,26,PASS,93.85,0.10,7315000
5,8,29,29,PASS,93.95,0.10,7335000
15,9,6,6,PASS,93.95,0.00,7355000
15,7,8,8,PASS,93.95,0.00,7375000
13,5,8,8,PASS,93.95,0.00,7395000
0,11,21,21,PASS,94.04,0.10,7415000
4,4,0,0,PASS,94.04,0.00,7435000
5,8,29,29,PASS,94.04,0.00,7455000
6,15,23,23,PASS,94.14,0.10,7475000
14,2,12,12,PASS,94.24,0.10,7495000
1,2,31,31,PASS,94.34,0.10,7515000
12,5,7,7,PASS,94.34,0.00,7535000
3,6,29,29,PASS,94.34,0.00,7555000
11,3,8,8,PASS,94.34,0.00,7575000
14,11,3,3,PASS,94.34,0.00,7595000
11,0,11,11,PASS,94.34,0.00,7615000
11,8,3,3,PASS,94.34,0.00,7635000
7,6,1,1,PASS,94.34,0.00,7655000
15,11,4,4,PASS,94.34,0.00,7675000
15,3,12,12,PASS,94.34,0.00,7695000
11,10,1,1,PASS,94.43,0.10,7715000
5,1,4,4,PASS,94.43,0.00,7735000
5,13,24,24,PASS,94.53,0.10,7755000
11,3,8,8,PASS,94.53,0.00,7775000
4,7,29,29,PASS,94.53,0.00,7795000
6,13,25,25,PASS,94.53,0.00,7815000
5,2,3,3,PASS,94.53,0.00,7835000
7,14,25,25,PASS,94.63,0.10,7855000
7,6,1,1,PASS,94.63,0.00,7875000
15,2,13,13,PASS,94.73,0.10,7895000
12,7,5,5,PASS,94.73,0.00,7915000
5,7,30,30,PASS,94.73,0.00,7935000
8,12,28,28,PASS,94.73,0.00,7955000
11,2,9,9,PASS,94.73,0.00,7975000
2,8,26,26,PASS,94.82,0.10,7995000
8,4,4,4,PASS,94.82,0.00,8015000
1,7,26,26,PASS,94.82,0.00,8035000
4,7,29,29,PASS,94.82,0.00,8055000
11,5,6,6,PASS,94.82,0.00,8075000
12,2,10,10,PASS,94.82,0.00,8095000
5,2,3,3,PASS,94.82,0.00,8115000
2,9,25,25,PASS,94.82,0.00,8135000
15,0,15,15,PASS,94.82,0.00,8155000
4,14,22,22,PASS,94.82,0.00,8175000
0,12,20,20,PASS,94.82,0.00,8195000
4,10,26,26,PASS,94.82,0.00,8215000
15,15,0,0,PASS,94.92,0.10,8235000
6,5,1,1,PASS,94.92,0.00,8255000
1,5,28,28,PASS,95.02,0.10,8275000
11,9,2,2,PASS,95.02,0.00,8295000
9,5,4,4,PASS,95.02,0.00,8315000
5,14,23,23,PASS,95.02,0.00,8335000
8,15,25,25,PASS,95.02,0.00,8355000
6,0,6,6,PASS,95.12,0.10,8375000
12,6,6,6,PASS,95.21,0.10,8395000
12,11,1,1,PASS,95.31,0.10,8415000
2,0,2,2,PASS,95.31,0.00,8435000
1,13,20,20,PASS,95.31,0.00,8455000
2,12,22,22,PASS,95.41,0.10,8475000
13,8,5,5,PASS,95.41,0.00,8495000
10,2,8,8,PASS,95.41,0.00,8515000
5,3,2,2,PASS,95.41,0.00,8535000
14,5,9,9,PASS,95.41,0.00,8555000
0,0,0,0,PASS,95.51,0.10,8575000
2,6,28,28,PASS,95.51,0.00,8595000
6,12,26,26,PASS,95.61,0.10,8615000
1,13,20,20,PASS,95.61,0.00,8635000
1,8,25,25,PASS,95.61,0.00,8655000
5,10,27,27,PASS,95.61,0.00,8675000
0,5,27,27,PASS,95.61,0.00,8695000
0,9,23,23,PASS,95.61,0.00,8715000
9,5,4,4,PASS,95.61,0.00,8735000
3,9,26,26,PASS,95.61,0.00,8755000
11,1,10,10,PASS,95.61,0.00,8775000
5,6,31,31,PASS,95.61,0.00,8795000
1,13,20,20,PASS,95.61,0.00,8815000
11,12,31,31,PASS,95.61,0.00,8835000
5,3,2,2,PASS,95.61,0.00,8855000
1,9,24,24,PASS,95.70,0.10,8875000
11,11,0,0,PASS,95.80,0.10,8895000
3,15,20,20,PASS,95.80,0.00,8915000
2,3,31,31,PASS,95.80,0.00,8935000
7,12,27,27,PASS,95.80,0.00,8955000
7,3,4,4,PASS,95.80,0.00,8975000
9,7,2,2,PASS,95.80,0.00,8995000
6,5,1,1,PASS,95.80,0.00,9015000
13,8,5,5,PASS,95.80,0.00,9035000
2,4,30,30,PASS,95.80,0.00,9055000
1,15,18,18,PASS,95.80,0.00,9075000
6,3,3,3,PASS,95.80,0.00,9095000
4,14,22,22,PASS,95.80,0.00,9115000
0,4,28,28,PASS,95.80,0.00,9135000
5,10,27,27,PASS,95.80,0.00,9155000
12,9,3,3,PASS,95.90,0.10,9175000
14,3,11,11,PASS,95.90,0.00,9195000
3,5,30,30,PASS,95.90,0.00,9215000
11,14,29,29,PASS,95.90,0.00,9235000
1,7,26,26,PASS,95.90,0.00,9255000
15,10,5,5,PASS,95.90,0.00,9275000
5,10,27,27,PASS,95.90,0.00,9295000
11,1,10,10,PASS,95.90,0.00,9315000
12,14,30,30,PASS,95.90,0.00,9335000
3,10,25,25,PASS,96.00,0.10,9355000
8,3,5,5,PASS,96.00,0.00,9375000
4,12,24,24,PASS,96.00,0.00,9395000
5,3,2,2,PASS,96.00,0.00,9415000
12,12,0,0,PASS,96.09,0.10,9435000
6,7,31,31,PASS,96.19,0.10,9455000
11,12,31,31,PASS,96.19,0.00,9475000
15,3,12,12,PASS,96.19,0.00,9495000
3,14,21,21,PASS,96.29,0.10,9515000
9,10,31,31,PASS,96.29,0.00,9535000
13,15,30,30,PASS,96.39,0.10,9555000
1,8,25,25,PASS,96.39,0.00,9575000
15,5,10,10,PASS,96.39,0.00,9595000
14,10,4,4,PASS,96.39,0.00,9615000
0,0,0,0,PASS,96.39,0.00,9635000
8,4,4,4,PASS,96.39,0.00,9655000
15,15,0,0,PASS,96.39,0.00,9675000
0,7,25,25,PASS,96.39,0.00,9695000
5,15,22,22,PASS,96.39,0.00,9715000
9,2,7,7,PASS,96.39,0.00,9735000
2,10,24,24,PASS,96.39,0.00,9755000
6,2,4,4,PASS,96.39,0.00,9775000
15,2,13,13,PASS,96.39,0.00,9795000
1,3,30,30,PASS,96.39,0.00,9815000
4,3,1,1,PASS,96.39,0.00,9835000
3,2,1,1,PASS,96.39,0.00,9855000
11,7,4,4,PASS,96.39,0.00,9875000
2,2,0,0,PASS,96.39,0.00,9895000
9,3,6,6,PASS,96.39,0.00,9915000
11,15,28,28,PASS,96.48,0.10,9935000
9,0,9,9,PASS,96.48,0.00,9955000
0,10,22,22,PASS,96.58,0.10,9975000
13,10,3,3,PASS,96.58,0.00,9995000
