module,test,seed,rtl_version,git_commit,j,k,rst,q,result,fail_count,fail_percentage,sim_time,test_runtime,coverage
jk_ff,test,50,v1.0,commit_001,1,0,1,1,PASS,1,20.00,45,0.00,72.50
jk_ff,test,50,v1.0,commit_001,0,0,0,0,RESET,1,16.67,55,0.00,85.00
jk_ff,test,50,v1.0,commit_001,0,0,0,0,RESET,1,14.29,65,0.00,85.00
jk_ff,test,50,v1.0,commit_001,0,0,0,0,RESET,1,12.50,75,0.00,85.00
jk_ff,test,50,v1.0,commit_001,1,1,0,0,RESET,1,11.11,85,0.00,92.50
jk_ff,test,50,v1.0,commit_001,1,1,0,0,RESET,1,10.00,95,0.00,92.50
jk_ff,test,50,v1.0,commit_001,1,1,0,0,RESET,1,9.09,105,0.00,92.50
jk_ff,test,50,v1.0,commit_001,0,1,1,0,PASS,1,8.33,115,0.00,92.50
jk_ff,test,50,v1.0,commit_001,1,0,1,0,FAIL,2,15.38,125,0.00,92.50
jk_ff,test,50,v1.0,commit_001,0,1,0,0,RESET,2,14.29,135,0.00,95.00
jk_ff,test,50,v1.0,commit_001,0,1,0,0,RESET,2,13.33,145,0.00,95.00
